city,district,sector,urban_level,market_access_score,competition_index,location_cost_index,business_main_group,business_subgroup,business_age_years,monthly_revenue,monthly_expenses,net_profit_margin,current_assets_value,current_liabilities_value,requested_loan_amount,desired_repayment_period_months,credit_score,existing_loans,repayment_history_score,seasonality_factor,economic_outlook_index,interest_rate_environment,loan_purpose,cash_flow_stability_score,ownership_type,business_stage,business_risk_level,preferred_funding_partner,expected_roi_percentage,predicted_profit_from_loan,total_repayment_amount,net_gain_or_loss
Nyagatare,Rukomo,Rukomo II,Rural,5,4,7,Retail,Beans Shop,13,786043,717296,0.09,9321165,795289,11096280,36,725,5,42,No,-0.27,14.0,Tech Adoption,78,Cooperative,Growth,Medium,Equity Bank,31,3439846.8,12649759.2,1886367.6
Kigali,Nyarugenge,Nyamirambo,Urban,10,9,9,Agriculture,Bee Keeping,11,3525453,1411998,0.6,7077502,33160,6317033,6,393,4,57,No,-0.52,13.0,Tech Adoption,2,Sole Proprietorship,Early Stage,Medium,Equity Bank,17,1073895.61,7138247.29,252681.32
Huye,Ngoma,Ngoma Centre,Peri-Urban,8,4,6,Services,Internet Cafe,5,2217065,315132,0.86,7894220,1808665,11041767,18,376,4,22,No,0.98,12.5,Tech Adoption,100,Sole Proprietorship,Mature,High,VisionFund,14,1545847.38,12421987.88,165626.5
Rubavu,Kanama,Kanama Centre,Urban,4,3,5,Agriculture,Agri Supplies,11,2024972,1922600,0.05,6914210,1418584,12075198,6,405,0,23,No,0.62,14.0,Inventory,68,Partnership,Early Stage,High,VisionFund,5,603759.9,13765725.72,-1086767.82
Nyagatare,Rukomo,Rukomo I,Rural,6,1,5,Manufacturing,Furniture Making,19,2053915,1117650,0.46,3330224,336657,8213233,18,739,0,22,No,-0.7,13.0,Inventory,62,Partnership,Mature,Medium,Equity Bank,45,3695954.85,9280953.29,2628234.56
Rubavu,Gisenyi,Rubavu,Urban,6,10,8,Services,Repair Workshop,6,4927405,3626857,0.26,3368882,1599525,5985002,12,584,0,52,No,-0.5,13.0,Inventory,40,Sole Proprietorship,Early Stage,Medium,Equity Bank,49,2932650.98,6763052.26,2154600.72
Musanze,Muhoza,Muhoza Centre,Peri-Urban,9,6,9,Automotive,Garage Services,6,3471477,2827391,0.19,5064035,447477,13475920,18,580,4,74,No,-0.11,15.0,Equipment Purchase,27,Sole Proprietorship,Mature,Medium,VisionFund,44,5929404.8,15497308.0,3908016.8
Kigali,Nyarugenge,Nyamirambo,Urban,8,5,3,Services,Internet Cafe,10,3792907,1864525,0.51,4111860,73769,6882973,36,824,4,93,Yes,0.26,12.5,Inventory,65,Cooperative,Mature,Medium,Equity Bank,9,619467.57,7743344.62,-240904.05
Musanze,Muhoza,Muhoza Centre,Peri-Urban,8,5,8,Services,Photocopy Center,20,451571,160686,0.64,2410546,1688564,13482205,24,624,3,78,Yes,0.79,13.0,Equipment Purchase,14,Sole Proprietorship,Mature,Medium,Equity Bank,35,4718771.75,15234891.65,2966085.1
Rubavu,Gisenyi,Rubavu,Urban,4,8,7,Agriculture,Bee Keeping,17,3436211,784808,0.77,8929372,1657900,6903402,6,789,0,16,Yes,-0.35,12.5,Equipment Purchase,2,Cooperative,Mature,High,SACCO,50,3451701.0,7766327.25,2588775.75
Rubavu,Kanama,Kanama Centre,Urban,6,3,4,Manufacturing,Bakery,6,2853900,705145,0.75,8155907,107998,11280370,18,728,4,90,No,0.24,15.0,Expansion,93,Partnership,Growth,Medium,VisionFund,45,5076166.5,12972425.5,3384111.0
Musanze,Busogo,Busogo II,Peri-Urban,9,3,3,Agriculture,Pig Farming,2,3224247,1021420,0.68,6226405,1793106,6310648,18,351,4,37,Yes,-0.5,14.0,Inventory,30,Cooperative,Mature,High,SACCO,37,2334939.76,7194138.72,1451449.04
Nyagatare,Karangazi,Karangazi Centre,Rural,7,5,4,Retail,Electronics Store,15,3126231,2832406,0.09,3974351,1627852,14626674,6,631,2,77,Yes,0.6,13.0,Tech Adoption,26,Cooperative,Early Stage,Low,Bank of Kigali,37,5411869.38,16528141.62,3510401.76
Kigali,Gasabo,Kimironko,Urban,6,7,3,Manufacturing,Furniture Making,9,1777118,1207085,0.32,7379880,1956856,16267342,12,757,2,42,Yes,0.13,12.5,Expansion,45,Cooperative,Mature,Medium,BRD,11,1789407.62,18300759.75,-244010.13
Nyagatare,Karangazi,Rwimiyaga,Rural,4,8,4,Manufacturing,Metal Works,5,4210075,1050747,0.75,5756447,1579540,13676996,24,684,0,74,No,-0.89,13.0,Inventory,23,Cooperative,Mature,High,SACCO,41,5607568.36,15455005.48,3829558.88
Huye,Tumba,Cyarwa,Peri-Urban,7,7,5,Manufacturing,Furniture Making,13,4138060,3863801,0.07,708749,1654456,9893541,12,333,1,49,Yes,0.17,12.5,Tech Adoption,15,Partnership,Growth,High,SACCO,41,4056351.81,11130233.62,2819659.19
Nyagatare,Karangazi,Rwimiyaga,Rural,10,6,4,Services,Laundry Service,11,3236029,2318171,0.28,5859533,1111113,10903749,12,423,0,44,Yes,0.88,15.0,Expansion,82,Partnership,Early Stage,High,SACCO,17,1853637.33,12539311.35,218074.98
Musanze,Muhoza,Muhoza Centre,Peri-Urban,6,9,3,Services,Internet Cafe,0,1617386,419027,0.74,3220345,643373,7440702,12,739,4,86,No,-0.49,15.0,Inventory,52,Cooperative,Early Stage,Medium,Equity Bank,37,2753059.74,8556807.3,1636954.44
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,4,3,Retail,Electronics Store,8,195457,116139,0.41,5258657,1792162,2188712,6,561,5,29,No,-0.73,13.0,Expansion,94,Cooperative,Growth,Low,BRD,11,240758.32,2473244.56,-43774.24
Huye,Ngoma,Butare,Peri-Urban,5,10,8,Agriculture,Coffee Growing,9,2072245,1743019,0.16,1581281,498599,13547636,18,452,4,36,Yes,0.29,14.0,Tech Adoption,87,Sole Proprietorship,Growth,Low,Equity Bank,16,2167621.76,15444305.04,270952.72
Huye,Tumba,Tumba Village,Peri-Urban,10,9,5,Retail,Food Market,20,2076246,1505038,0.28,4628059,70940,12046807,36,792,4,14,No,0.36,13.0,Expansion,23,Partnership,Mature,High,SACCO,18,2168425.26,13612891.91,602340.35
Musanze,Busogo,Busogo II,Peri-Urban,4,5,8,Retail,Mini Supermarket,15,1336003,160043,0.88,5017322,298834,9694163,24,839,1,80,Yes,0.09,14.0,Equipment Purchase,76,Cooperative,Declining,Low,Bank of Kigali,48,4653198.24,11051345.82,3296015.42
Huye,Tumba,Cyarwa,Peri-Urban,6,2,6,Manufacturing,Textile Production,6,3282090,2086441,0.36,8809202,1753922,8800567,36,380,2,81,No,-0.7,13.0,Tech Adoption,46,Partnership,Early Stage,Low,Bank of Kigali,14,1232079.38,9944640.71,88005.67
Kigali,Kicukiro,Gatenga,Urban,9,7,8,Manufacturing,Bakery,16,3779634,2358396,0.38,3617345,1979401,5603000,36,569,1,72,Yes,-0.83,14.0,Equipment Purchase,10,Cooperative,Declining,Low,Bank of Kigali,20,1120600.0,6387420.0,336180.0
Nyagatare,Rukomo,Rukomo II,Rural,7,7,4,Agriculture,Maize Farming,15,4609658,672273,0.85,9340742,305534,16428083,36,759,5,44,No,-0.19,15.0,Expansion,78,Sole Proprietorship,Growth,Low,BRD,29,4764144.07,18892295.45,2299931.62
Musanze,Muhoza,Ruhengeri,Peri-Urban,6,6,8,Automotive,Spare Parts Shop,3,2385016,1691741,0.29,1193025,295981,12970446,24,444,2,22,Yes,0.25,12.5,Expansion,29,Sole Proprietorship,Early Stage,Medium,VisionFund,50,6485223.0,14591751.75,4863917.25
Musanze,Busogo,Busogo I,Peri-Urban,7,6,9,Agriculture,Pig Farming,20,1617967,638522,0.61,8475019,1661259,5793758,12,629,2,20,Yes,0.89,15.0,Equipment Purchase,88,Sole Proprietorship,Declining,High,VisionFund,35,2027815.3,6662821.7,1158751.6
Nyagatare,Rukomo,Rukomo II,Rural,7,5,6,Manufacturing,Bakery,13,2132545,1211704,0.43,9036039,1445111,15816878,24,629,2,43,No,0.66,13.0,Expansion,6,Partnership,Early Stage,Low,Bank of Kigali,46,7275763.88,17873072.14,5219569.74
Huye,Ngoma,Butare,Peri-Urban,4,2,8,Services,Repair Workshop,20,3661493,185229,0.95,2412593,532984,2660559,24,300,2,98,No,-0.8,14.0,Equipment Purchase,68,Cooperative,Mature,High,SACCO,20,532111.8,3033037.26,159633.54
Kigali,Nyarugenge,Nyamirambo,Urban,9,6,7,Retail,Clothing Shop,10,1249344,800214,0.36,6828246,1033723,14242114,18,733,1,84,No,0.03,12.5,Equipment Purchase,82,Sole Proprietorship,Early Stage,High,SACCO,35,4984739.9,16022378.25,3204475.65
Huye,Ngoma,Butare,Peri-Urban,9,6,5,Manufacturing,Textile Production,4,232607,205864,0.11,8082173,207264,13022006,24,673,0,3,Yes,-0.36,13.0,Inventory,48,Sole Proprietorship,Declining,Low,Equity Bank,38,4948362.28,14714866.78,3255501.5
Nyagatare,Karangazi,Karangazi Centre,Rural,4,8,4,Automotive,Tire Center,3,4736284,1984353,0.58,977517,1976133,5367418,24,660,4,86,Yes,-0.2,15.0,Equipment Purchase,58,Partnership,Declining,Medium,VisionFund,50,2683709.0,6172530.7,1878596.3
Huye,Ngoma,Butare,Peri-Urban,6,8,6,Automotive,Car Wash,3,1382439,1293819,0.06,8212857,1700772,14669914,24,300,1,76,Yes,0.08,15.0,Expansion,32,Cooperative,Early Stage,High,VisionFund,21,3080681.94,16870401.1,880194.84
Kigali,Gasabo,Kimironko,Urban,10,8,7,Automotive,Garage Services,19,3800565,112324,0.97,2932879,1316920,18459492,18,441,5,68,Yes,0.22,13.0,Expansion,56,Sole Proprietorship,Declining,High,SACCO,41,7568391.72,20859225.96,5168657.76
Huye,Tumba,Tumba Village,Peri-Urban,8,6,9,Services,Laundry Service,0,4044094,1756904,0.57,9915254,904854,9858699,12,644,5,16,Yes,-0.72,13.0,Tech Adoption,76,Cooperative,Mature,High,VisionFund,39,3844892.61,11140329.87,2563261.74
Musanze,Muhoza,Ruhengeri,Peri-Urban,9,9,9,Retail,Food Market,15,3531018,460852,0.87,337198,408274,3376364,24,384,5,89,No,-0.5,12.5,Tech Adoption,65,Sole Proprietorship,Growth,Low,Bank of Kigali,30,1012909.2,3798409.5,590863.7
Rubavu,Gisenyi,Gisenyi Town,Urban,6,1,8,Services,Laundry Service,10,677090,109104,0.84,1835124,1375052,5797497,12,375,3,7,No,-0.43,12.5,Inventory,31,Sole Proprietorship,Mature,High,SACCO,23,1333424.31,6522184.12,608737.19
Musanze,Muhoza,Muhoza Centre,Peri-Urban,9,7,4,Retail,Clothing Shop,10,2521056,1465329,0.42,2233265,1755515,17110360,12,557,0,31,No,-0.58,13.0,Equipment Purchase,24,Partnership,Mature,Low,BRD,48,8212972.8,19334706.8,5988626.0
Nyagatare,Karangazi,Karangazi Centre,Rural,8,7,4,Agriculture,Agri Supplies,0,4344280,4344219,0.0,480149,116914,19838753,24,762,5,52,Yes,0.08,15.0,Inventory,17,Cooperative,Early Stage,Low,Bank of Kigali,28,5554850.84,22814565.95,2579037.89
Rubavu,Kanama,Kanama Centre,Urban,8,6,9,Automotive,Spare Parts Shop,10,2359304,331700,0.86,5334071,25376,8708840,24,841,3,30,Yes,-0.29,14.0,Tech Adoption,64,Sole Proprietorship,Mature,Medium,Equity Bank,47,4093154.8,9928077.6,2873917.2
Huye,Ngoma,Ngoma Centre,Peri-Urban,7,1,4,Retail,Food Market,19,4624069,3804560,0.18,8398366,1754264,6631301,12,528,5,90,No,-0.03,13.0,Inventory,57,Sole Proprietorship,Mature,Low,Equity Bank,22,1458886.22,7493370.13,596817.09
Rubavu,Kanama,Nyundo,Urban,5,3,4,Services,Laundry Service,7,2967639,1327104,0.55,4898019,1746460,1066525,18,808,3,55,Yes,-0.6,14.0,Tech Adoption,2,Sole Proprietorship,Declining,Medium,BRD,22,234635.5,1215838.5,85322.0
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,2,6,Manufacturing,Soap Making,14,1645560,847793,0.48,9379471,1777867,653677,36,682,1,51,Yes,0.33,15.0,Expansion,90,Partnership,Growth,High,VisionFund,23,150345.71,751728.55,52294.16
Kigali,Kicukiro,Gatenga,Urban,8,5,6,Automotive,Tire Center,9,2992274,345878,0.88,6058408,753840,4078144,12,773,1,12,No,-0.79,12.5,Equipment Purchase,91,Cooperative,Mature,Medium,BRD,30,1223443.2,4587912.0,713675.2
Rubavu,Gisenyi,Rubavu,Urban,6,3,6,Automotive,Car Wash,10,3413731,225961,0.93,5538662,1384435,184068,24,482,0,44,Yes,0.49,13.0,Expansion,79,Sole Proprietorship,Declining,Low,Equity Bank,49,90193.32,207996.84,66264.48
Musanze,Muhoza,Muhoza Centre,Peri-Urban,5,5,5,Retail,Food Market,19,1542423,1032453,0.33,8716713,1229880,11637659,18,689,3,44,No,-0.38,12.5,Inventory,35,Cooperative,Declining,Medium,BRD,45,5236946.55,13092366.38,3782239.17
Nyagatare,Karangazi,Karangazi Centre,Rural,10,5,9,Automotive,Car Wash,20,1835054,1689949,0.08,269364,1633506,9680154,24,673,0,97,No,0.42,14.0,Tech Adoption,29,Cooperative,Declining,High,SACCO,29,2807244.66,11035375.56,1452023.1
Huye,Ngoma,Ngoma Centre,Peri-Urban,5,3,6,Retail,Beans Shop,16,4629233,4007496,0.13,6963990,1195658,2922564,18,728,1,43,No,0.81,12.5,Tech Adoption,42,Sole Proprietorship,Growth,High,SACCO,18,526061.52,3287884.5,160741.02
Nyagatare,Rukomo,Rukomo II,Rural,4,3,4,Automotive,Spare Parts Shop,15,1434942,615957,0.57,1975536,281686,1377194,24,779,2,2,No,-0.09,14.0,Inventory,72,Sole Proprietorship,Early Stage,Low,Equity Bank,32,440702.08,1570001.16,247894.92
Nyagatare,Karangazi,Rwimiyaga,Rural,4,7,9,Retail,Beans Shop,9,628024,540529,0.14,7176765,607973,6542502,12,762,4,53,Yes,0.32,15.0,Inventory,58,Cooperative,Growth,Medium,Equity Bank,35,2289875.7,7523877.3,1308500.4
Kigali,Kicukiro,Gatenga,Urban,5,1,3,Agriculture,Bee Keeping,12,268226,234369,0.13,7340913,1347741,9351200,6,333,3,81,No,-0.54,14.0,Expansion,70,Sole Proprietorship,Declining,Medium,Equity Bank,24,2244288.0,10660368.0,935120.0
Nyagatare,Rukomo,Rukomo I,Rural,6,2,4,Retail,Food Market,19,1125826,928772,0.18,4665566,693751,16418630,6,575,4,74,No,-0.78,14.0,Equipment Purchase,64,Partnership,Declining,Low,Bank of Kigali,16,2626980.8,18717238.2,328372.6
Nyagatare,Rukomo,Rukomo II,Rural,9,2,6,Automotive,Motorcycle Repair,8,1977302,451234,0.77,790157,203522,2844619,24,506,4,8,Yes,-0.08,13.0,Tech Adoption,31,Partnership,Early Stage,Low,Equity Bank,48,1365417.12,3214419.47,995616.65
Nyagatare,Rukomo,Rukomo I,Rural,5,7,9,Automotive,Car Wash,9,679824,443994,0.35,8615174,85324,4092637,18,727,2,64,No,0.75,15.0,Expansion,73,Partnership,Declining,Medium,Equity Bank,14,572969.18,4706532.55,-40926.37
Huye,Tumba,Cyarwa,Peri-Urban,10,5,5,Automotive,Motorcycle Repair,13,3553841,1957809,0.45,2678311,893689,6452193,12,850,1,89,Yes,-0.95,14.0,Equipment Purchase,2,Cooperative,Early Stage,Medium,Equity Bank,32,2064701.76,7355500.02,1161394.74
Huye,Tumba,Cyarwa,Peri-Urban,5,7,9,Agriculture,Maize Farming,17,1387622,553251,0.6,2789230,558471,3348919,18,310,1,69,Yes,-0.49,14.0,Inventory,13,Sole Proprietorship,Mature,Low,Bank of Kigali,10,334891.9,3817767.66,-133956.76
Nyagatare,Rukomo,Rukomo I,Rural,7,3,4,Retail,Mini Supermarket,5,4002299,3555477,0.11,8487345,183701,2182457,24,419,5,25,No,-0.34,13.0,Equipment Purchase,71,Cooperative,Early Stage,High,VisionFund,24,523789.68,2466176.41,240070.27
Huye,Ngoma,Ngoma Centre,Peri-Urban,7,1,4,Retail,Clothing Shop,7,2663214,1308484,0.51,4282394,99911,10894224,6,599,1,95,No,-0.72,13.0,Expansion,36,Sole Proprietorship,Early Stage,Low,Bank of Kigali,33,3595093.92,12310473.12,2178844.8
Kigali,Gasabo,Remera,Urban,4,9,6,Services,Laundry Service,0,909170,223560,0.75,510568,696720,13959673,12,821,2,68,Yes,-0.48,13.0,Equipment Purchase,85,Partnership,Early Stage,Medium,BRD,35,4885885.55,15774430.49,3071128.06
Rubavu,Gisenyi,Gisenyi Town,Urban,6,3,6,Automotive,Tire Center,2,1819908,1482830,0.19,8881988,1165194,11840751,6,820,4,67,Yes,-0.55,15.0,Equipment Purchase,13,Partnership,Growth,Medium,VisionFund,22,2604965.22,13616863.65,828852.57
Nyagatare,Rukomo,Rukomo I,Rural,7,5,8,Automotive,Garage Services,2,1994980,749569,0.62,376339,1057124,1543750,24,774,1,95,Yes,-0.34,15.0,Expansion,44,Sole Proprietorship,Mature,Low,Equity Bank,13,200687.5,1775312.5,-30875.0
Musanze,Busogo,Busogo II,Peri-Urban,10,1,8,Retail,Beans Shop,11,1282620,745158,0.42,8968828,1238473,6270174,24,356,1,24,No,-0.73,14.0,Tech Adoption,49,Sole Proprietorship,Mature,High,SACCO,36,2257262.64,7147998.36,1379438.28
Musanze,Busogo,Busogo II,Peri-Urban,7,6,8,Agriculture,Pig Farming,9,1785458,163890,0.91,9923367,1099772,3567506,36,795,1,91,Yes,-0.68,14.0,Inventory,17,Sole Proprietorship,Mature,Medium,VisionFund,14,499450.84,4066956.84,0.0
Musanze,Busogo,Busogo II,Peri-Urban,8,9,5,Agriculture,Coffee Growing,16,726233,369265,0.49,6370251,892747,1893624,6,555,3,15,Yes,-0.64,13.0,Inventory,81,Partnership,Early Stage,High,SACCO,27,511278.48,2139795.12,265107.36
Rubavu,Kanama,Nyundo,Urban,4,10,7,Agriculture,Maize Farming,8,260733,93019,0.64,1285634,1495283,2759067,24,690,1,79,No,-0.35,12.5,Inventory,90,Sole Proprietorship,Declining,Low,Equity Bank,9,248316.03,3103950.38,-96567.35
Huye,Tumba,Tumba Village,Peri-Urban,8,9,9,Services,Internet Cafe,16,509343,468121,0.08,767365,1713035,15812912,18,709,0,66,Yes,0.91,14.0,Tech Adoption,91,Sole Proprietorship,Growth,High,SACCO,26,4111357.12,18026719.68,1897549.44
Musanze,Busogo,Busogo I,Peri-Urban,6,3,8,Agriculture,Pig Farming,14,854758,500672,0.41,9416631,101022,11870993,36,782,3,80,No,-0.57,13.0,Equipment Purchase,83,Partnership,Growth,High,VisionFund,25,2967748.25,13414222.09,1424519.16
Nyagatare,Karangazi,Karangazi Centre,Rural,10,10,4,Automotive,Spare Parts Shop,1,1667413,1191320,0.29,2871645,1854813,16706585,18,452,2,37,Yes,0.48,14.0,Expansion,47,Cooperative,Growth,High,VisionFund,26,4343712.1,19045506.9,2004790.2
Kigali,Gasabo,Remera,Urban,6,9,5,Retail,Food Market,17,1905953,1353353,0.29,7205076,850412,17040945,6,414,2,73,No,0.69,15.0,Inventory,62,Partnership,Mature,High,VisionFund,45,7668425.25,19597086.75,5112283.5
Rubavu,Kanama,Nyundo,Urban,5,5,3,Retail,Beans Shop,16,784663,448655,0.43,286605,581174,14219142,36,777,4,58,No,-0.86,14.0,Equipment Purchase,34,Sole Proprietorship,Declining,High,SACCO,34,4834508.28,16209821.88,2843828.4
Kigali,Nyarugenge,Nyamirambo,Urban,7,1,3,Agriculture,Pig Farming,11,4030510,2214814,0.45,7197795,513512,4297647,36,497,0,97,Yes,-0.97,15.0,Equipment Purchase,97,Cooperative,Mature,Medium,Equity Bank,50,2148823.5,4942294.05,1504176.45
Huye,Ngoma,Ngoma Centre,Peri-Urban,9,6,8,Agriculture,Agri Supplies,1,3324513,2647261,0.2,6371862,1680242,8831946,12,727,3,93,No,-0.15,15.0,Equipment Purchase,52,Partnership,Mature,Medium,BRD,21,1854708.66,10156737.9,529916.76
Kigali,Nyarugenge,Nyamirambo,Urban,4,4,7,Agriculture,Bee Keeping,18,1079203,630276,0.42,7901309,731107,5887416,12,665,0,6,No,-0.36,14.0,Tech Adoption,17,Sole Proprietorship,Declining,Low,Bank of Kigali,39,2296092.24,6711654.24,1471854.0
Nyagatare,Rukomo,Rukomo II,Rural,8,3,8,Automotive,Tire Center,7,4348372,78264,0.98,5263158,700870,9859578,24,544,1,1,No,-0.03,12.5,Tech Adoption,80,Sole Proprietorship,Mature,High,SACCO,23,2267702.94,11092025.25,1035255.69
Nyagatare,Rukomo,Rukomo I,Rural,5,6,8,Services,Photocopy Center,8,4576675,631161,0.86,8651390,1075905,15378624,6,423,1,51,Yes,0.72,14.0,Equipment Purchase,79,Cooperative,Growth,Low,Equity Bank,47,7227953.28,17531631.36,5074945.92
Rubavu,Gisenyi,Rubavu,Urban,5,3,8,Services,Laundry Service,17,1497456,425340,0.72,9656500,246435,17115152,24,766,5,3,No,-0.15,12.5,Expansion,84,Cooperative,Early Stage,Low,Equity Bank,41,7017212.32,19254546.0,4877818.32
Musanze,Busogo,Busogo I,Peri-Urban,4,6,7,Manufacturing,Furniture Making,7,1324424,1301634,0.02,8429286,1205065,3192793,24,312,4,72,No,-0.53,12.5,Expansion,9,Cooperative,Growth,High,VisionFund,46,1468684.78,3591892.12,1069585.66
Kigali,Gasabo,Remera,Urban,10,7,4,Automotive,Car Wash,7,2197740,800907,0.64,8976215,823451,5357324,12,467,3,90,No,0.67,15.0,Equipment Purchase,26,Partnership,Declining,Low,Bank of Kigali,36,1928636.64,6160922.6,1125038.04
Rubavu,Gisenyi,Gisenyi Town,Urban,7,10,7,Services,Salon,0,3018427,1819131,0.4,1465012,1130868,19369933,18,818,5,98,No,0.56,12.5,Expansion,100,Partnership,Declining,Medium,BRD,16,3099189.28,21791174.62,677947.66
Kigali,Gasabo,Kimironko,Urban,5,1,3,Retail,Beans Shop,13,3639159,2908174,0.2,5465177,1499867,6446388,12,638,1,70,Yes,0.01,14.0,Tech Adoption,49,Partnership,Declining,Medium,VisionFund,50,3223194.0,7348882.32,2320699.68
Kigali,Gasabo,Kimironko,Urban,6,8,8,Retail,Food Market,6,3087017,702464,0.77,8984035,1637265,15890717,12,594,3,25,Yes,-0.69,13.0,Tech Adoption,78,Cooperative,Declining,Low,Equity Bank,5,794535.85,17956510.21,-1271257.36
Nyagatare,Karangazi,Rwimiyaga,Rural,5,9,7,Services,Repair Workshop,0,2190853,152377,0.93,8228973,239012,1897147,12,714,4,5,Yes,-0.89,13.0,Tech Adoption,29,Cooperative,Mature,Low,BRD,31,588115.57,2143776.11,341486.46
Huye,Tumba,Tumba Village,Peri-Urban,10,5,7,Manufacturing,Textile Production,8,247026,149890,0.39,2792155,1305913,9002907,36,630,4,8,Yes,0.53,12.5,Tech Adoption,68,Partnership,Growth,Low,Bank of Kigali,46,4141337.22,10128270.38,3015973.84
Nyagatare,Rukomo,Rukomo I,Rural,6,5,3,Manufacturing,Textile Production,5,1923917,782443,0.59,2730595,724124,3155843,18,830,1,98,Yes,0.28,13.0,Tech Adoption,0,Cooperative,Early Stage,High,SACCO,24,757402.32,3566102.59,347142.73
Kigali,Nyarugenge,Kimisagara,Urban,6,2,8,Automotive,Tire Center,16,2276238,1486294,0.35,9577491,45964,19605628,12,441,0,15,Yes,0.74,12.5,Tech Adoption,17,Partnership,Declining,Medium,VisionFund,14,2744787.92,22056331.5,294084.42
Nyagatare,Rukomo,Rukomo I,Rural,4,5,8,Retail,Clothing Shop,12,4221621,4031862,0.04,6112020,360886,2985802,24,349,4,60,No,0.65,12.5,Equipment Purchase,95,Partnership,Early Stage,Medium,Equity Bank,16,477728.32,3359027.25,104503.07
Nyagatare,Karangazi,Rwimiyaga,Rural,6,2,3,Services,Photocopy Center,12,4350156,3173514,0.27,9234158,888850,10119329,24,815,3,73,No,-0.05,15.0,Expansion,26,Cooperative,Declining,Low,BRD,43,4351311.47,11637228.35,2833412.12
Kigali,Nyarugenge,Kimisagara,Urban,7,3,7,Manufacturing,Soap Making,16,3508058,1919098,0.45,2793097,650350,6786684,36,618,4,41,No,0.63,13.0,Tech Adoption,30,Sole Proprietorship,Mature,Medium,Equity Bank,48,3257608.32,7668952.92,2375339.4
Nyagatare,Rukomo,Rukomo I,Rural,6,9,8,Retail,Clothing Shop,20,1788978,214522,0.88,4301185,1870131,15498778,36,600,1,39,Yes,-0.84,13.0,Equipment Purchase,16,Cooperative,Early Stage,Low,BRD,37,5734547.86,17513619.14,3719706.72
Kigali,Gasabo,Remera,Urban,5,1,7,Retail,Clothing Shop,6,316706,107833,0.66,4386606,1063501,19015966,24,389,0,14,No,0.36,15.0,Inventory,92,Partnership,Mature,High,VisionFund,49,9317823.34,21868360.9,6465428.44
Musanze,Muhoza,Muhoza Centre,Peri-Urban,9,5,9,Agriculture,Maize Farming,6,198704,57856,0.71,6282251,424106,14046637,18,784,2,43,Yes,-0.51,14.0,Expansion,53,Cooperative,Declining,Low,Equity Bank,50,7023318.5,16013166.18,5056789.32
Huye,Tumba,Cyarwa,Peri-Urban,5,6,7,Automotive,Garage Services,7,3289538,3083012,0.06,4920369,1995869,15650222,6,687,1,94,Yes,-0.11,12.5,Expansion,61,Partnership,Declining,Low,Equity Bank,5,782511.1,17606499.75,-1173766.65
Kigali,Gasabo,Remera,Urban,10,5,7,Retail,Food Market,8,4413160,1789473,0.59,5420275,1532395,1949874,12,453,2,0,Yes,-0.87,13.0,Inventory,77,Cooperative,Growth,High,VisionFund,16,311979.84,2203357.62,58496.22
Kigali,Nyarugenge,Nyamirambo,Urban,9,9,8,Automotive,Tire Center,5,4230524,2115762,0.5,1890753,1920333,14739885,12,686,1,85,Yes,-0.93,13.0,Inventory,82,Partnership,Early Stage,Low,Bank of Kigali,12,1768786.2,16656070.05,-147398.85
Kigali,Gasabo,Kimironko,Urban,7,7,6,Automotive,Tire Center,18,4924811,2729583,0.45,5068727,1719539,6236906,24,735,5,8,Yes,-0.91,12.5,Tech Adoption,0,Cooperative,Growth,Low,Bank of Kigali,26,1621595.56,7016519.25,841982.31
Rubavu,Gisenyi,Gisenyi Town,Urban,10,7,5,Agriculture,Maize Farming,17,3317199,3067808,0.08,9192730,1796852,10686429,12,830,3,34,Yes,-0.69,12.5,Expansion,11,Partnership,Mature,High,VisionFund,27,2885335.83,12022232.62,1549532.21
Nyagatare,Rukomo,Rukomo I,Rural,7,8,4,Agriculture,Bee Keeping,10,2991966,915329,0.69,2800442,634250,8495762,12,481,0,67,No,-0.25,13.0,Tech Adoption,89,Partnership,Early Stage,Medium,VisionFund,28,2378813.36,9600211.06,1274364.3
Nyagatare,Rukomo,Rukomo II,Rural,9,7,4,Services,Repair Workshop,11,3964545,484391,0.88,3283757,1474581,16002134,12,489,1,42,No,0.55,14.0,Expansion,21,Cooperative,Early Stage,Medium,BRD,5,800106.7,18242432.76,-1440192.06
